clean_company;assignee_org;grant_doc_num;invention_title;appl_date;grant_date;time_elapsed;main_class;main_class_title;num_refs;assignee_state;assignee_country;num_applicants;claims
generation didees innovantes;"[""Generation d'Idees Innovantes""]";D0651921;Container for use in graphic and decorative food preparation;2010-11-05 00:00:00;2012-01-10 00:00:00;431 days 00:00:00.000000000;D 9724;Packages and containers for goods;18;['None'];['FR'];1;  The ornamental design for a container for use in graphic and decorative food preparation, as shown and described.   
vortex packaging niagara;['Vortex Packaging Niagara, Inc.'];D0651922;Container for corn ears;2011-04-12 00:00:00;2012-01-10 00:00:00;273 days 00:00:00.000000000;D 9756;Packages and containers for goods;19;['None'];['CA'];2;  The ornamental design for a container for corn ears, as shown and described.   
jl clark;['J.L. Clark, Inc.'];D0651923;Tobacco can bottom and insert combination;2008-07-07 00:00:00;2012-01-10 00:00:00;1282 days 00:00:00.000000000;D 9772;Packages and containers for goods;40;['IL'];['US'];1;  I claim the ornamental design for the container bottom and insert combination for a tobacco can, as shown and described.   
cilag international;['Cilag GmbH International'];D0651924;Analyte test meter;2010-07-02 00:00:00;2012-01-10 00:00:00;557 days 00:00:00.000000000;D10 81;Measuring, testing, or signalling instruments;1;['None'];['CH'];8;  We claim the ornamental design for an analyte test meter, as shown and described.   
cilag international;['Cilag GmbH International'];D0651925;Analyte test meter;2011-01-26 00:00:00;2012-01-10 00:00:00;349 days 00:00:00.000000000;D10 81;Measuring, testing, or signalling instruments;6;['None'];['CH'];15;  We claim the ornamental design for an analyte test meter, as shown and described.   
nittan;['Nittan Company, Limited'];D0651926;Fire detector;2011-03-22 00:00:00;2012-01-10 00:00:00;294 days 00:00:00.000000000;D101065;Measuring, testing, or signalling instruments;6;['None'];['JP'];3;  The ornamental design for a fire detector, as shown and described.   
luminous star technology;['Luminous Star Technology Ltd.'];D0651927;Alarm light;2010-11-16 00:00:00;2012-01-10 00:00:00;420 days 00:00:00.000000000;D101144;Measuring, testing, or signalling instruments;4;['None'];['TW'];1;  The ornamental design for an alarm light, as shown and described.   
manufacture roger dubuis;['Manufacture Roger Dubuis S.A.'];D0651928;Watch dial;2011-06-13 00:00:00;2012-01-10 00:00:00;211 days 00:00:00.000000000;D10126;Measuring, testing, or signalling instruments;18;['None'];['CH'];1;  The ornamental design for a watch dial, as shown and described.   
cartier creation studio;['Cartier Creation Studio SA'];D0651930;Necklace;2009-07-07 00:00:00;2012-01-10 00:00:00;917 days 00:00:00.000000000;D11  3;Jewelry, symbolic insignia, and ornaments;35;['None'];['CH'];1;  The ornamental design for a necklace, as shown and described.   
hermes sellier societe par actions simplifies;['Hermes Sellier (Societe Par Actions Simplifies)'];D0651934;Jewelry;2011-02-02 00:00:00;2012-01-10 00:00:00;342 days 00:00:00.000000000;D11 38;Jewelry, symbolic insignia, and ornaments;9;['None'];['FR'];2;  We claim the ornamental design for jewelry, as shown and described.   
suntory holdings;['Suntory Holdings Limited'];D0651937;Indoor and outdoor decorative article;2010-05-06 00:00:00;2012-01-10 00:00:00;614 days 00:00:00.000000000;D11143;Jewelry, symbolic insignia, and ornaments;13;['None'];['JP'];1;  The ornamental design for an indoor and outdoor decorative article, as shown and described.   
varlety accessories;['Varlety Accessories, LLC'];D0651938;Drape for use with a tree, a plant and/or a decorative ornament;2011-01-26 00:00:00;2012-01-10 00:00:00;349 days 00:00:00.000000000;D11164;Jewelry, symbolic insignia, and ornaments;11;['NY'];['US'];1;  The ornamental design for a drape for use with a tree, a plant, and/or a decorative ornament, as shown and described.   
ykk;['YKK Corporation'];D0651939;Slider for slide fastener;2010-02-26 00:00:00;2012-01-10 00:00:00;683 days 00:00:00.000000000;D11221;Jewelry, symbolic insignia, and ornaments;6;['None'];['JP'];2;  The ornamental design for a slider for slide fastener, as shown and described.   
ykk;['YKK Corporation'];D0651940;Slider for slide fastener;2011-07-25 00:00:00;2012-01-10 00:00:00;169 days 00:00:00.000000000;D11221;Jewelry, symbolic insignia, and ornaments;8;['None'];['JP'];2;  The ornamental design for a slider for slide fastener, as shown and described.   
gm global technology operations;['GM Global Technology Operations, Inc.'];D0651942;Whole body of car;2010-12-09 00:00:00;2012-01-10 00:00:00;397 days 00:00:00.000000000;D12 91;Transportation;9;['MI'];['US'];1;  The ornamental design for a whole body of car, as shown and described.   
gm global technology operations;['GM Global Technology Operations, Inc.'];D0651943;Whole body of car;2010-12-09 00:00:00;2012-01-10 00:00:00;397 days 00:00:00.000000000;D12 91;Transportation;13;['MI'];['US'];2;  The ornamental design for a whole body of car, as shown and described.   
dr ing hc f porsche;['Dr. Ing h.c. F. Porsche AG'];D0651944;Automobile;2010-04-20 00:00:00;2012-01-10 00:00:00;630 days 00:00:00.000000000;D12 92;Transportation;10;['None'];['DE'];1;  The ornamental design for an automobile, as shown and described.   
kia motors;['Kia Motors Corporation'];D0651945;Automobile;2010-08-23 00:00:00;2012-01-10 00:00:00;505 days 00:00:00.000000000;D12 92;Transportation;8;['None'];['KR'];1;  The ornamental design for an automobile, as shown and described.   
group-a autosports;['Group-A Autosports, Inc.'];D0651947;Lower arm bar;2011-09-18 00:00:00;2012-01-10 00:00:00;114 days 00:00:00.000000000;D12159;Transportation;9;['CA'];['US'];1;  The ornamental design for a lower arm bar, as shown and described.   
toyota jidosha kabushiki kaisha;['Toyota Jidosha Kabushiki Kaisha'];D0651948;Front portion of an automobile;2010-04-15 00:00:00;2012-01-10 00:00:00;635 days 00:00:00.000000000;D12164;Transportation;13;['None'];['JP'];3;  The ornamental design for a front portion of an automobile, as shown and described.   
yusung ft;['Yusung FT'];D0651949;Tone wheel for automobiles;2009-08-21 00:00:00;2012-01-10 00:00:00;872 days 00:00:00.000000000;D12180;Transportation;10;['None'];['KR'];1;  The ornamental design for a tone wheel for automobiles, as shown and described.   
yusung ft;['Yusung FT'];D0651950;Tone wheel for automobiles;2009-08-21 00:00:00;2012-01-10 00:00:00;872 days 00:00:00.000000000;D12180;Transportation;10;['None'];['KR'];1;  The ornamental design for a tone wheel for automobiles, as shown and described.   
leader motorsports accessories;['Leader Motorsports Accessories, Inc.'];D0651951;Motorcycle wind and rain deflector;2011-04-06 00:00:00;2012-01-10 00:00:00;279 days 00:00:00.000000000;D12182;Transportation;9;['MN'];['US'];1;  The ornamental design for a motorcycle wind and rain deflector, as shown and described.   
faurecia interior industrie;['Faurecia Interior Industrie'];D0651952;Dashboard panel;2011-09-06 00:00:00;2012-01-10 00:00:00;126 days 00:00:00.000000000;D12192;Transportation;5;['None'];['FR'];2;  The ornamental design for a dashboard panel, as shown and described.   
ford motor;['Ford Motor Company'];D0651953;Vehicle liftgate;2009-12-15 00:00:00;2012-01-10 00:00:00;756 days 00:00:00.000000000;D12196;Transportation;10;['MI'];['US'];4;  The ornamental design for a vehicle liftgate, as shown and described.   
accuride;['Accuride Corporation'];D0651954;Front face of vehicle wheel;2010-03-12 00:00:00;2012-01-10 00:00:00;669 days 00:00:00.000000000;D12204;Transportation;8;['IN'];['US'];1;  The ornamental design for a front face of a vehicle wheel, as shown and described.   
accuride;['Accuride Corporation'];D0651955;Front face of a vehicle wheel;2010-03-12 00:00:00;2012-01-10 00:00:00;669 days 00:00:00.000000000;D12204;Transportation;8;['IN'];['US'];2;  The ornamental design for a front face of a vehicle wheel, as shown and described.   
ford motor;['Ford Motor Company'];D0651956;Vehicle wheel;2009-09-25 00:00:00;2012-01-10 00:00:00;837 days 00:00:00.000000000;D12209;Transportation;18;['MI'];['US'];3;  An ornamental design for a vehicle wheel, as shown and described.   
wheel pros;['Wheel Pros, LLC'];D0651957;Wheel;2010-04-13 00:00:00;2012-01-10 00:00:00;637 days 00:00:00.000000000;D12209;Transportation;10;['CO'];['US'];1;  The ornamental design for a wheel, as shown and described.   
wheel pros;['Wheel Pros, LLC'];D0651958;Wheel;2010-05-17 00:00:00;2012-01-10 00:00:00;603 days 00:00:00.000000000;D12209;Transportation;8;['CO'];['US'];1;  The ornamental design for a wheel, as shown and described.   
wheel pros;['Wheel Pros, LLC'];D0651959;Wheel;2010-10-13 00:00:00;2012-01-10 00:00:00;454 days 00:00:00.000000000;D12209;Transportation;14;['CO'];['US'];1;  The ornamental design for a wheel, as shown and described.   
honda motor;['Honda Motor Co., Ltd.'];D0651960;Wheel;2011-08-15 00:00:00;2012-01-10 00:00:00;148 days 00:00:00.000000000;D12209;Transportation;10;['None'];['JP'];2;  The ornamental design for a wheel, as shown and described.   
ford motor;['Ford Motor Company'];D0651961;Vehicle wheel;2009-09-25 00:00:00;2012-01-10 00:00:00;837 days 00:00:00.000000000;D12211;Transportation;26;['MI'];['US'];3;  An ornamental design for a vehicle wheel, as shown and described.   
southern imperial;['Southern Imperial, Inc.'];D0651962;Gondola upright mounting device;2011-03-08 00:00:00;2012-01-10 00:00:00;308 days 00:00:00.000000000;D12223;Transportation;8;['IL'];['US'];2;  I claim the ornamental design for a gondola upright mounting device, as shown and described.   
southern imperial;['Southern Imperial, Inc.'];D0651963;Gondola upright mounting device;2011-03-08 00:00:00;2012-01-10 00:00:00;308 days 00:00:00.000000000;D12223;Transportation;4;['IL'];['US'];2;  I claim the ornamental design for a gondola upright mounting device, as shown and described.   
kobe steel;['Kobe Steel, Ltd.'];D0651964;Frame for vehicle or other means for ground transportation, traveling, or riding on wheels;2010-07-23 00:00:00;2012-01-10 00:00:00;536 days 00:00:00.000000000;D12400;Transportation;12;['None'];['JP'];1;  The ornamental design for a frame for a vehicle or other means for ground transportation, traveling, or riding on wheels, as shown and described.   
honda motor;['Honda Motor Co., Ltd.'];D0651966;Vehicle center console;2010-06-11 00:00:00;2012-01-10 00:00:00;578 days 00:00:00.000000000;D12419;Transportation;12;['None'];['JP'];2;  The ornamental design for a vehicle center console, as shown and described.   
bridgestone americas tire operations;['Bridgestone Americas Tire Operations, LLC'];D0651967;Tire tread;2011-08-01 00:00:00;2012-01-10 00:00:00;162 days 00:00:00.000000000;D12600;Transportation;27;['TN'];['US'];2;  The ornamental design for a tire tread, as shown and described.   
bridgestone bandag;['Bridgestone Bandag, LLC'];D0651968;Tire tread;2011-08-08 00:00:00;2012-01-10 00:00:00;155 days 00:00:00.000000000;D12602;Transportation;18;['IA'];['US'];1;  The ornamental design for a tire tread, as shown and described.   
husky injection molding systems;['Husky Injection Molding Systems Ltd.'];D0651971;Power connector assembly;2010-03-30 00:00:00;2012-01-10 00:00:00;651 days 00:00:00.000000000;D13133;Equipment for production, distribution, or transformation of energy;13;['None'];['CA'];2;  The ornamental design for a power connector assembly, as shown and described.   
[panasonic electric works, , panasonic, toshiba lighting & technology];['Panasonic Electric Works Co., Ltd.', 'Panasonic Corporation', 'Toshiba Lighting & Technology Corporation'];D0651972;Lamp socket;2010-12-27 00:00:00;2012-01-10 00:00:00;379 days 00:00:00.000000000;D13134;Equipment for production, distribution, or transformation of energy;10;['None', 'None', 'None'];['JP', 'JP', 'JP'];5;  The ornamental design for a lamp socket, as shown and described.   
[panasonic electric works, , panasonic, toshiba lighting & technology];['Panasonic Electric Works Co., Ltd.', 'Panasonic Corporation', 'Toshiba Lighting & Technology Corporation'];D0651973;Lamp socket;2010-12-27 00:00:00;2012-01-10 00:00:00;379 days 00:00:00.000000000;D13134;Equipment for production, distribution, or transformation of energy;10;['None', 'None', 'None'];['JP', 'JP', 'JP'];5;  The ornamental design for a lamp socket, as shown and described.   
audiovox;['Audiovox Corporation'];D0651974;Housing for a power outlet;2009-10-08 00:00:00;2012-01-10 00:00:00;824 days 00:00:00.000000000;D131372;Equipment for production, distribution, or transformation of energy;46;['NY'];['US'];1;  The ornamental design of a housing for a power outlet, as shown and described.   
research in motion;['Research In Motion Limited'];D0651975;Plug;2010-09-30 00:00:00;2012-01-10 00:00:00;467 days 00:00:00.000000000;D131381;Equipment for production, distribution, or transformation of energy;13;['None'];['CA'];3;  We claim the ornamental design for a plug, as shown and described.   
panasonic electric works;['Panasonic Electric Works Co., Ltd.'];D0651976;Plug;2010-08-20 00:00:00;2012-01-10 00:00:00;508 days 00:00:00.000000000;D131382;Equipment for production, distribution, or transformation of energy;13;['None'];['JP'];1;  The ornamental design for a plug, as shown and described.   
multiway industries hk;['Multiway Industries (HK) Ltd.'];D0651977;Multiple outlet electrical connector;2011-01-10 00:00:00;2012-01-10 00:00:00;365 days 00:00:00.000000000;D131391;Equipment for production, distribution, or transformation of energy;150;['None'];['HK'];1;  The ornamental design for a multiple outlet electrical connector, as shown and described.   
phoenix contact &;['Phoenix Contact GmbH & Co. KG'];D0651978;Surge protector;2010-09-16 00:00:00;2012-01-10 00:00:00;481 days 00:00:00.000000000;D131396;Equipment for production, distribution, or transformation of energy;13;['None'];['DE'];3;  The ornamental design for a surge protector, as shown and described.   
phoenix contact &;['Phoenix Contact GmbH & Co. KG'];D0651979;Surge protector with clamp;2010-11-25 00:00:00;2012-01-10 00:00:00;411 days 00:00:00.000000000;D131396;Equipment for production, distribution, or transformation of energy;13;['None'];['DE'];3;  The ornamental design for a surge protector with clamp, as shown and described.   
